data1,data2
A987641,492503
A911575,416438
A922381,427244
A927046,431909
A928943,433806
A932347,437210
A962985,467848
A964877,469740
A906083,410947
A916317,421181
A919787,424651
A925032,429896
A928408,433272
A929458,434322
A988069,492933
A998852,503716
A917334,422199
A930462,435327
A934224,439089
A969876,474741
A988137,493002
A996206,501071
A980664,485530
A987982,492848
A917791,422658
A932105,436972
A951476,456343
A952738,457605
A979116,483983
A984547,489414
A992734,497601
A918748,423616
A926114,430982
A941142,446010
A944802,449670
A953960,458828
A968286,473154
A989356,494224
A934980,439849
A950825,455694
A994929,499798
A906268,411138
A918837,423707
A972041,476911
A990575,495445
A907216,412087
A936479,441350
A970854,475725
A922892,427764
A942890,447763
A946082,450955
A950603,455476
A951384,456257
A961045,465919
A994451,499327
A912737,417614
A926957,431834
A928336,433213
A932458,437335
A945797,450674
A965552,470429
A967629,472506
A994545,499422
A994690,499567
A907868,412746
A909613,414491
A915421,420299
A918850,423728
A919855,424733
A921154,426032
A928356,433234
A936862,441740
A938280,443158
A943487,448365
A965194,470072
A994208,499086
A912568,417447
A912637,417516
A912652,417531
A927783,432662
A965072,469951
A966505,471384
A985807,490686
A986180,491059
A990308,495187
A994962,499841
A998472,503351
A920990,425870
A932336,437216
A939263,444143
A977573,482453
A986920,491800
A932624,437505
A941979,446860
A982305,487186
A985575,490456
A907031,411913
A911834,416716
A924219,429101
A931107,435989
A951186,456068
A975221,480103
A975629,480511
A982051,486933
A993084,497966
A906950,411833
A922952,427835
A933108,437991
A947276,452159
A989731,494614
A910330,415214
A908016,412901
A910616,415501
A911707,416592
A978912,483797
A990170,495055
A964633,469519
A989884,494770
A906848,411735
A918187,423074
A920987,425874
A959397,464284
A966883,471770
A983611,488498
A918450,423338
A930229,435117
A939460,444348
A976937,481825
A981948,486836
A985167,490055
A987724,492612
A993053,497941
A996214,501102
A977058,481947
A918317,423207
A929827,434717
A944357,449247
A948747,453637
A964012,468902
A964125,469015
A974712,479602
A988992,493882
A996186,501076
A911600,416491
A917579,422470
A942172,447063
A967559,472450
A912119,417011
A913080,417972
A931603,436495
A943572,448464
A981282,486174
A908928,413821
A913431,418324
A923543,428436
A985002,489895
A905035,409929
A908500,413394
A922949,427843
A951225,456119
A952637,457531
A968550,473444
A970354,475248
A986643,491537
A911284,416179
A914432,419327
A933884,438779
A915768,420664
A942193,447089
A944530,449426
A969626,474522
A989522,494418
A910878,415775
A913138,418035
A923696,428593
A938061,442958
A940105,445002
A949602,454499
A971420,476317
A984761,489658
A996235,501132
A914386,419284
A918955,423853
A926229,431127
A958106,463004
A962393,467291
A982971,487869
A910523,415422
A915266,420165
A915677,420576
A957720,462619
A977444,482343
A987131,492030
A916916,421816
A964886,469787
A972066,476967
A989678,494579
A993303,498204
A918009,422911
A970416,475318
A992285,497187
A919788,424691
A922903,427806
A930316,435219
A940170,445073
A948840,453743
A966757,471660
A976277,481180
A978342,483245
A991046,495949
A995924,500827
A909041,413945
A917572,422476
A936481,441385
A947873,452777
A948153,453057
A962165,467069
A972127,477031
A976415,481319
A911775,416680
A914471,419376
A946919,451824
A967780,472685
A968819,473725
A910045,414952
A912030,416937
A927827,432734
A929191,434098
A931695,436602
A970697,475604
A977240,482147
A991824,496731
A913373,418281
A915559,420467
A923438,428346
A933943,438851
A952222,457130
A983132,488040
A907630,412539
A922270,427179
A932881,437790
A936587,441496
A948556,453465
A962467,467376
A964659,469568
A975944,480853
A992656,497565
A917164,422074
A919057,423967
A927383,432293
A958303,463213
A993450,498360
A997387,502298
A905995,410907
A910947,415859
A915782,420694
A917273,422185
A946274,451186
A958457,463369
A965774,470686
A972936,477848
A984002,488914
A905238,410151
A906716,411629
A913387,418300
A953800,458713
A956808,461721
A947895,452809
A976196,481110
A986649,491563
A990572,495486
A907866,412782
A920721,425638
A965381,470299
A941285,446204
A957073,461992
A976882,481801
A905631,410551
A931491,436411
A954733,459653
A958864,463784
A961266,466186
A981534,486454
A985356,490276
A914610,419531
A926074,430995
A986074,490995
A987725,492646
A918421,423343
A933731,438653
A973935,478857
A995541,500463
A996195,501117
A918794,423717
A920945,425868
A948409,453332
A949664,454587
A951468,456391
A953178,458101
A961364,466287
A962396,467319
A969453,474376
A974483,479406
A976468,481391
A987394,492317
A911838,416762
A986155,491079
A988665,493589
A974399,479324
A913640,418566
A920386,425312
A923843,428769
A929070,433996
A944750,449676
A996349,501275
A918032,422959
A923328,428255
A926159,431086
A980321,485248
A980900,485827
A985241,490168
A995258,500185
A962202,467130
A907931,412860
A918283,423212
A921940,426869
A933204,438133
A942509,447438
A959749,464678
A963053,467982
A967224,472153
A974087,479016
A977229,482158
A932552,437482
A955832,460762
A974962,479892
A980624,485554
A991874,496804
A923645,428576
A924668,429599
A973393,478324
A982024,486955
A987005,491936
A919803,424735
A958629,463562
A964233,469166
A907032,411966
A930423,435357
A962049,466983
A995681,500615
A954887,459822
A969437,474372
A908011,412947
A908325,413261
A975463,480399
A906398,411335
A925212,430149
A931421,436358
A956102,461039
A942524,447462
A952138,457076
A983012,487950
A993685,498623
A913554,418493
A934451,439390
A943256,448195
A943354,448293
A947604,452543
A948207,453146
A950305,455244
A954546,459485
A978071,483010
A983845,488784
A988919,493858
A906630,411570
A924954,429894
A938656,443596
A940955,445895
A942486,447426
A964078,469018
A988899,493839
A907104,412045
A910708,415649
A913698,418639
A915715,420656
A920505,425446
A975759,480700
A910254,415196
A922621,427563
A926185,431127
A953818,458760
A957759,462701
A957803,462745
A989010,493952
A943607,448550
A970584,475527
A998451,503394
A910101,415045
A931726,436670
A966606,471550
A974433,479377
A991698,496642
A973967,478912
A980019,484964
A987078,492023
A995640,500585
A932586,437532
A938171,443117
A940531,445477
A940862,445808
A941513,446459
A954270,459216
A958589,463535
A965674,470620
A974422,479368
A984183,489129
A906982,411929
A920237,425184
A920313,425260
A930324,435271
A957525,462472
A960101,465048
A963566,468513
A976947,481894
A979919,484866
A991836,496783
A992144,497091
A994602,499549
A998522,503469
A983814,488763
A908870,413820
A931572,436522
A972074,477024
A952381,457332
A995336,500287
A912352,417304
A912554,417506
A940106,445058
A965160,470112
A969490,474442
A981897,486849
A918614,423567
A988398,493351
A988766,493719
A990721,495674
A914296,419250
A938858,443812
A948836,453790
A953701,458655
A969766,474720
A981014,485968
A997173,502127
A920029,424984
A937746,442701
A962604,467559
A910866,415822
A935641,440597
A947537,452493
A948763,453719
A969098,474054
A987583,492539
A909360,414317
A918337,423294
A932943,437900
A924939,429897
A944761,449719
A989674,494632
A998859,503817
A917106,422065
A922079,427038
A906713,411673
A930771,435731
A980583,485543
A908155,413116
A910508,415469
A963247,468208
A908620,413582
A909665,414627
A913024,417986
A936719,441681
A946537,451499
A947999,452961
A961571,466533
A983371,488333
A988569,493531
A998664,503626
A909174,414137
A915107,420070
A943283,448246
A926414,431378
A934172,439136
A935788,440752
A983815,488779
A986424,491388
A996748,501712
A952048,457013
A973333,478298
A905818,410784
A917961,422927
A928385,433351
A929455,434421
A965465,470431
A974046,479012
A995664,500630
A932227,437194
A959945,464912
A915321,420289
A956550,461518
A964189,469157
A992911,497879
A998010,502978
A998789,503757
A964021,468990
A971628,476597
A980918,485887
A995018,499988
A916364,421335
A923412,428383
A968091,473062
A972447,477418
A915525,420497
A947563,452535
A958250,463222
A974831,479803
A918586,423559
A923420,428393
A945153,450126
A941548,446522
A965710,470685
A972646,477621
A977696,482671
A996411,501386
A908821,413797
A913608,418584
A940563,445539
A959321,464297
A961226,466202
A907273,412250
A940365,445342
A948485,453462
A963064,468041
A971387,476364
A976497,481474
A986181,491158
A988841,493818
A906520,411498
A910013,414991
A923415,428393
A952975,457953
A985947,490925
A986979,491957
A909269,414248
A910436,415415
A944234,449213
A954859,459838
A912821,417801
A926650,431630
A932164,437144
A936918,441898
A912497,417478
A916305,421287
A984171,489153
A928870,433853
A965576,470559
A910281,415265
A925527,430511
A960696,465680
A936465,441450
A943028,448013
A948746,453731
A950862,455847
A968775,473760
A975253,480238
A977640,482625
A984413,489398
A989245,494230
A915973,420959
A943194,448180
A965564,470550
A977086,482072
A987914,492900
A995133,500119
A919999,424986
A930644,435633
A976887,481876
A978523,483512
A994907,499896
A927439,432429
A968164,473154
A971037,476027
A923236,428227
A925431,430422
A933202,438193
A995359,500350
A935322,440314
A983610,488602
A919160,424153
A922971,427964
A933398,438391
A934811,439804
A940849,445842
A946941,451934
A964325,469318
A991247,496240
A949344,454338
A958373,463367
A982354,487348
A925332,430327
A939701,444696
A953083,458078
A916074,421070
A919909,424905
A943823,448819
A988745,493741
A916675,421672
A921033,426030
A947501,452498
A953438,458435
A956099,461096
A965213,470210
A973862,478859
A983868,488865
A954447,459445
A966121,471119
A986799,491797
A995146,500144
A914231,419230
A920274,425273
A967890,472889
A911000,416000
A926855,431855
A937045,442045
A954234,459234
A962214,467214
A969835,474835
A971019,476019
A973169,478169
A985582,490582
A923022,428023
A926622,431623
A932583,437584
A964518,469519
A987745,492746
A938426,443428
A958950,463952
A963972,468974
A975454,480456
A984538,489540
A992041,497043
A993380,498382
A928148,433151
A935348,440351
A944859,449862
A953893,458896
A973676,478679
A974122,479125
A977828,482831
A991886,496889
A998477,503480
A906958,411962
A909301,414305
A954218,459222
A959079,464083
A960151,465155
A973234,478238
A989933,494937
A990556,495560
A990617,495621
A914936,419942
A937348,442354
A949245,454251
A951873,456879
A955076,460082
A980588,485594
A909785,414792
A915030,420037
A920953,425960
A921300,426307
A921649,426656
A924312,429319
A941691,446698
A963445,468452
A994944,499951
A952181,457189
A911865,416874
A948333,453342
A957252,462261
A961196,466205
A967184,472193
A984669,489678
A989158,494167
A989975,494984
A960449,465459
A964568,469578
A968150,473160
A976013,481023
A979728,484738
A980413,485423
A984807,489817
A943669,448680
A981199,486210
A993331,498342
A926491,431503
A956751,461763
A965883,470895
A972691,477703
A908515,413528
A938447,443460
A942282,447295
A964713,469726
A975113,480126
A975889,480902
A995348,500361
A913171,418185
A913745,418759
A916727,421741
A928469,433483
A931840,436854
A936399,441413
A938477,443491
A941699,446713
A955364,460378
A996177,501191
A906494,411509
A908609,413624
A919185,424200
A950194,455209
A955334,460349
A963079,468094
A993508,498523
A997039,502054
A945346,450362
A955666,460682
A956466,461482
A972821,477837
A937629,442646
A965763,470780
A970228,475245
A979845,484862
A991051,496068
A917143,422161
A918824,423842
A931909,436927
A942476,447494
A989724,494742
A997502,502520
A926993,432012
A943771,448790
A953983,459002
A954808,459827
A972309,477328
A941788,446808
A948086,453106
A966409,471429
A994424,499444
A973765,478786
A931325,436347
A932831,437853
A957089,462111
A965113,470135
A970483,475505
A973786,478809
A982027,487050
A984585,489608
A992958,497981
A951651,456675
A972856,477880
A975870,480894
A963727,468752
A977008,482033
A922658,427684
A952521,457547
A972360,477386
A957944,462971
A969214,474241
A934985,440013
A931308,436337
A946634,451663
A961539,466568
A917962,422992
A931623,436653
A937610,442640
A943556,448586
A947055,452085
A953631,458661
A958134,463164
A970835,475865
A919279,424310
A946139,451170
A974253,479284
A906887,411919
A913882,418914
A963122,468154
A992296,497328
A995688,500720
A925228,430261
A939458,444491
A946427,451460
A942275,447309
A942443,447477
A965990,471024
A934340,439375
A941384,446419
A958657,463692
A970672,475707
A976568,481603
A977450,482485
A996113,501148
A953126,458162
A968571,473607
A981922,486958
A908693,413730
A936816,441853
A961758,466795
A962084,467121
A969081,474118
A995974,501011
A934346,439384
A971239,476277
A917309,422348
A936094,441133
A942931,447970
A954586,459625
A956362,461401
A979227,484266
A979685,484724
A939724,444764
A942369,447409
A990411,495451
A911128,416169
A943129,448170
A965493,470534
A970174,475215
A982028,487069
A987461,492502
A995951,500992
A910183,415225
A912655,417697
A918361,423403
A939572,444614
A945956,450998
A952293,457335
A958775,463817
A960118,465160
A997273,502315
A928573,433616
A966555,471598
A970813,475856
A975559,480602
A976984,482027
A990440,495483
A908752,413796
A923623,428667
A926685,431729
A930934,435978
A932290,437334
A954902,459946
A971661,476705
A929012,434057
A976446,481491
A947167,452213
A985719,490765
A988449,493495
A919961,425008
A928844,433891
A949020,454067
A956472,461519
A974974,480021
A994254,499301
A948721,453769
A962089,467137
A971073,476121
A994387,499435
A906758,411807
A910490,415539
A931667,436716
A957141,462190
A957682,462731
A974556,479605
A977791,482840
A989066,494115
A909570,414620
A968871,473921
A979128,484178
A990539,495589
A915495,420546
A944919,449970
A966219,471270
A978268,483319
A934437,439489
A942294,447346
A963173,468225
A971013,476065
A975720,480772
A977700,482752
A985632,490684
A988393,493445
A907593,412646
A908143,413196
A953532,458585
A954543,459596
A978752,483805
A958654,463708
A920039,425094
A988616,493671
A906132,411188
A908591,413648
A930507,435564
A995467,500524
A910858,415916
A915696,420754
A926751,431809
A945664,450722
A954393,459451
A968430,473488
A986135,491193
A995844,500902
A997414,502472
A994487,499546
A950535,455595
A958644,463704
A983048,488108
A913324,418385
A954950,460011
A976060,481121
A987607,492668
A913576,418638
A918745,423807
A924158,429220
A927719,432781
A992731,497793
A917412,422475
A951248,456311
A971233,476296
A978669,483732
A983695,488758
A911005,416069
A916910,421974
A927413,432477
A907437,412502
A917452,422517
A917615,422680
A960647,465712
A994634,499699
A995325,500390
A920787,425853
A925470,430536
A930857,435923
A939685,444751
A953218,458284
A957812,462878
A997583,502649
A941351,446418
A965477,470544
A915169,420237
A962519,467587
A969362,474430
A983537,488605
A998634,503702
A912015,417084
A921004,426073
A924616,429685
A954499,459568
A935121,440191
A954458,459528
A986545,491615
A909872,414943
A934370,439441
A949816,454887
A965441,470512
A969354,474425
A993233,498305
A944493,449566
A907684,412758
A918662,423736
A924886,429960
A929354,434428
A934496,439570
A969289,474363
A910844,415919
A930410,435485
A934187,439262
A947373,452448
A948452,453527
A963781,468856
A973241,478316
A979591,484666
A997235,502310
A918908,423984
A921600,426676
A921748,426824
A923830,428906
A948910,453986
A952864,457940
A968190,473266
A976894,481970
A987712,492788
A992363,497439
A930035,435112
A925884,430962
A932941,438019
A974277,479355
A974455,479533
A975499,480577
A994670,499748
A918277,423356
A924229,429308
A927631,432710
A941695,446774
A987053,492132
A997819,502898
A908389,413469
A984042,489122
A984516,489596
A908392,413473
A916839,421920
A920738,425819
A931464,436545
A941349,446430
A963819,468900
A907173,412255
A917645,422727
A978609,483691
A990687,495769
A994598,499680
A996814,501896
A914853,419936
A920694,425777
A988658,493741
A911832,416916
A917903,422987
A946084,451168
A961894,466978
A998735,503819
A915156,420241
A929871,434956
A934077,439162
A951102,456188
A946924,452011
A954811,459898
A986784,491871
A915619,420707
A916185,421273
A941529,446617
A952319,457407
A968640,473728
A935483,440572
A946574,451663
A949842,454931
A951038,456127
A969783,474872
A970576,475665
A971740,476829
A978621,483710
A980210,485299
A905248,410338
A929077,434167
A939265,444355
A959568,464658
A983583,488673
A920073,425164
A934381,439472
A936863,441954
A983388,488479
A915744,420836
A928288,433380
A930783,435875
A932004,437096
A933355,438447
A971682,476774
A971848,476940
A989203,494295
A909778,414871
A928292,433385
A967832,472925
A981154,486247
A919198,424292
A946679,451773
A947231,452325
A949123,454217
A957685,462779
A961229,466323
A961977,467071
A977578,482672
A983711,488805
A990202,495296
A911269,416364
A918166,423261
A930020,435115
A946420,451515
A979583,484678
A984215,489310
A986832,491927
A911628,416724
A937702,442798
A962265,467361
A964936,470032
A967196,472292
A976747,481843
A982413,487509
A985331,490427
A987300,492396
A906190,411287
A923282,428379
A924959,430056
A937722,442819
A966405,471502
A969307,474404
A997761,502858
A913462,418560
A925525,430623
A929453,434551
A947209,452307
A954963,460061
A996731,501829
A915812,420911
A933138,438237
A940652,445751
A976406,481505
A980464,485563
A908047,413147
A931677,436777
A996151,501251
A996189,501289
A918680,423781
A986915,492016
A997210,502311
A907165,412267
A909614,414716
A922081,427183
A923810,428912
A932561,437663
A941231,446333
A941455,446557
A954909,460011
A971124,476226
A973480,478582
A975193,480295
A979220,484322
A983140,488242
A984034,489136
A911465,416568
A914252,419355
A914762,419865
A918302,423405
A933523,438626
A941444,446547
A942398,447501
A951077,456180
A952946,458049
A967442,472545
A974534,479637
A988860,493963
A990174,495277
A992209,497312
A912163,417267
A923748,428852
A933251,438355
A944315,449419
A953449,458553
A974634,479738
A907592,412697
A953263,458368
A964977,470082
A984854,489959
A985551,490656
A907963,413069
A948478,453584
A963352,468458
A927197,432304
A952147,457254
A955763,460870
A966509,471616
A981774,486882
A935648,440757
A939025,444134
A948973,454083
A950155,455265
A953827,458937
A955144,460254
A981902,487012
A982758,487868
A990809,495919
A991337,496447
A920704,425815
A935388,440499
A938011,443122
A943242,448353
A972002,477113
A998031,503142
A914604,419716
A992916,498028
A994380,499492
A904952,410065
A937689,442802
A938890,444003
A972446,477559
A978639,483752
A985951,491064
A990902,496015
A998871,503984
A936884,441998
A955413,460527
A968217,473331
A984901,490015
A994462,499576
A905077,410192
A912729,417844
A927123,432238
A954841,459956
A955624,460739
A971397,476512
A981998,487113
A993311,498426
A913994,419110
A931666,436782
A933446,438562
A935536,440652
A970518,475634
A981868,486984
A985504,490620
A998360,503476
A911409,416526
A911982,417099
A932948,438065
A938490,443607
A951935,457052
A968187,473304
A969636,474753
A971078,476195
A979175,484292
A936098,441216
A948346,453464
A949558,454676
A958059,463177
A964104,469222
A966802,471920
A967279,472397
A977636,482754
A908545,413665
A925044,430165
A938597,443718
A945428,450549
A956342,461463
A992379,497500
A995677,500798
A913808,418930
A918616,423738
A939805,444927
A946308,451430
A952423,457545
A963512,468634
A965396,470518
A936310,441433
A944739,449862
A959150,464273
A962427,467550
A967909,473032
A993322,498445
A995954,501077
A937786,442910
A956433,461557
A913580,418705
A924834,429959
A944904,450029
A959463,464589
A949228,454355
A966933,472061
A919179,424308
A928768,433897
A940060,445189
A976814,481943
A983067,488196
A989943,495072
A910006,415136
A932037,437167
A936701,441831
A945747,450877
A951303,456433
A968933,474063
A914531,419662
A939104,444235
A978512,483643
A995419,500550
A952003,457135
A910789,415922
A944699,449832
A952326,457459
A957376,462509
A962851,467984
A972320,477453
A998333,503466
A925378,430512
A932286,437420
A935452,440586
A956779,461913
A962171,467305
A965989,471123
A976830,481964
A995466,500600
A912477,417612
A923761,428896
A926429,431564
A935269,440404
A952683,457818
A959645,464780
A960949,466084
A962273,467408
A962310,467445
A972820,477955
A984026,489161
A984491,489626
A905594,410730
A944504,449640
A952769,457905
A967560,472696
A909550,414687
A911236,416373
A911351,416488
A913375,418512
A928051,433188
A931582,436719
A935780,440917
A961158,466295
A979010,484147
A996301,501438
A915245,420383
A921208,426346
A927698,432836
A934526,439664
A978651,483789
A987552,492690
A992611,497749
A994547,499685
A996904,502042
A910387,415526
A928289,433428
A928728,433867
A929730,434869
A932507,437646
A939711,444850
A929700,434841
A964494,469635
A988787,493928
A992561,497702
A911724,416867
A919025,424168
A940071,445214
A951677,456820
A923851,428995
A949364,454508
A932663,437808
A948916,454061
A906944,412090
A908455,413601
A913054,418200
A928484,433630
A943202,448348
A952107,457253
A956807,461953
A958291,463437
A990343,495489
A921838,426985
A963124,468271
A988378,493525
A910409,415557
A936439,441587
A942364,447512
A950585,455733
A972645,477793
A912932,418081
A919192,424341
A947189,452338
A969162,474311
A969536,474685
A970247,475396
A985656,490805
A990649,495798
A991799,496948
A907040,412190
A918185,423335
A918971,424121
A929941,435091
A931778,436928
A943424,448574
A954830,459980
A957967,463117
A962466,467616
A965414,470564
A986589,491739
A938914,444065
A928856,434008
A905148,410301
A929828,434981
A954923,460076
A956348,461501
A979012,484165
A970778,475932
A911752,416907
A930393,435548
A940172,445327
A963295,468450
A986952,492107
A993533,498688
A931404,436560
A976734,481890
A977469,482625
A979477,484633
A920658,425815
A952295,457452
A965350,470507
A968728,473885
A970187,475344
A983125,488282
A989683,494840
A996638,501795
A931084,436242
A931472,436630
A985635,490793
A997292,502450
A905999,411159
A911691,416851
A935356,440516
A937697,442857
A944736,449896
A971760,476920
A906465,411626
A928315,433476
A930439,435600
A951523,456684
A971781,476942
A989542,494703
A992079,497240
A993605,498766
A947612,452774
A958740,463902
A984459,489621
A913112,418275
A971775,476938
A974951,480114
A982910,488073
A988667,493830
A991248,496411
A996777,501940
A920352,425516
A963647,468811
A985527,490691
A988550,493714
A990302,495466
A905358,410523
A930322,435487
A951557,456722
A966401,471566
A970056,475221
A991810,496975
A996603,501768
A910667,415833
A921274,426440
A946725,451891
A949306,454472
A949867,455033
A976438,481604
A907292,412459
A928321,433488
A935622,440789
A945176,450343
A963556,468723
A994304,499471
A920317,425485
A909636,414805
A914591,419760
A917595,422764
A954358,459527
A978955,484124
A907362,412532
A924521,429691
A943001,448171
A971914,477084
A976202,481372
A997988,503158
A924931,430102
A931594,436765
A990258,495429
A993591,498762
A927304,432476
A932270,437442
A937221,442393
A952888,458060
A959393,464565
A967778,472950
A907775,412948
A908706,413879
A911346,416519
A948028,453201
A968278,473451
A932207,437381
A936910,442084
A948482,453656
A976851,482025
A982631,487805
A984017,489191
A928638,433813
A909548,414724
A928524,433700
A940154,445330
A956274,461450
A989985,495161
A990043,495219
A913945,419122
A917936,423113
A939590,444767
A948978,454155
A977909,483086
A985484,490661
A920040,425218
A950041,455219
A913625,418804
A922687,427866
A952909,458088
A963135,468314
A973522,478701
A991898,497077
A921873,427053
A928525,433705
A934487,439667
A936238,441418
A946078,451258
A956046,461226
A957369,462549
A971252,476432
A979791,484971
A994971,500151
A996571,501751
A909240,414421
A942444,447625
A946397,451578
A957042,462223
A964632,469813
A918659,423841
A921492,426674
A925188,430370
A931997,437179
A956258,461440
A923698,428881
A924875,430058
A964330,469513
A967351,472534
A994677,499860
A994726,499909
A964161,469345
A991391,496575
A916641,421826
A932856,438041
A950069,455254
A963362,468547
A967901,473086
A992659,497844
A906201,411387
A946363,451549
A960955,466141
A968291,473477
A936688,441875
A950713,455900
A996997,502184
A932409,437597
A924107,429296
A953816,459005
A988573,493762
A995225,500414
A921391,426581
A928399,433589
A910411,415602
A917658,422849
A932464,437655
A958630,463821
A967936,473127
A990110,495301
A928086,433278
A965226,470418
A975467,480659
A991162,496354
A912004,417197
A927318,432511
A949531,454724
A950208,455401
A959593,464786
A960650,465843
A960796,465989
A916213,421407
A926882,432076
A938488,443682
A988332,493526
A905137,410332
A921840,427035
A949576,454771
A959495,464690
A910808,416004
A934805,440001
A959864,465060
A961225,466421
A976488,481684
A989474,494670
A912878,418075
A917861,423058
A910645,415843
A925965,431163
A951620,456818
A954866,460064
A957808,463006
A970317,475515
A978363,483561
A980249,485447
A987221,492419
A993373,498571
A905593,410792
A908294,413493
A911841,417040
A932989,438188
A942869,448068
A966055,471254
A905306,410506
A927727,432927
A937057,442257
A915643,420844
A922181,427382
A958558,463759
A963546,468747
A971504,476705
A971769,476970
A979140,484341
A982146,487347
A907588,412790
A955633,460835
A983034,488236
A916717,421920
A925855,431058
A964191,469394
A968263,473466
A983343,488546
A912475,417679
A970721,475925
A991997,497201
A995172,500376
A920847,426052
A969602,474807
A975736,480941
A917343,422549
A928978,434184
A947594,452800
A960328,465534
A966266,471472
A998048,503254
A957290,462497
A979636,484843
A916137,421345
A949827,455035
A994408,499616
A915359,420568
A939749,444958
A946995,452204
A949701,454910
A960258,465467
A968326,473535
A995828,501037
A918537,423747
A922269,427479
A945837,451047
A950367,455577
A968496,473706
A980360,485570
A986614,491824
A949766,454977
A956640,461851
A958411,463622
A981371,486582
A905548,410760
A938546,443758
A962915,468127
A987518,492730
A987790,493002
A984279,489492
A917649,422863
A963311,468525
A906667,411882
A917522,422737
A938475,443690
A942187,447402
A963030,468245
A995041,500256
A998899,504114
A927859,433075
A967154,472370
A974881,480097
A993100,498316
A923959,429176
A933354,438571
A964096,469313
A988736,493953
A934359,439577
A935819,441037
A958980,464198
A983878,489096
A932599,437818
A952073,457292
A953897,459116
A959779,464998
A973057,478276
A982896,488115
A940278,445498
A969260,474480
A972132,477352
A907388,412609
A918647,423868
A920487,425708
A925975,431196
A957981,463202
A982431,487652
A926309,431531
A982657,487879
A997936,503158
A935130,440353
A944956,450179
A978708,483931
A988192,493415
A988916,494139
A932338,437562
A940793,446017
A948238,453462
A963947,469171
A965641,470865
A970659,475883
A918346,423571
A927566,432791
A929010,434235
A952151,457376
A974026,479251
A904799,410025
A917251,422477
A918785,424011
A922626,427852
A922785,428011
A936293,441519
A956056,461282
A967845,473071
A976012,481238
A979756,484982
A993228,498454
A951324,456551
A961042,466269
A976160,481387
A921239,426467
A950377,455605
A917894,423123
A940633,445862
A942604,447833
A947474,452703
A967355,472584
A986830,492059
A991260,496489
A909808,415038
A912224,417454
A928730,433960
A935432,440662
A940077,445307
A943123,448353
A954278,459508
A966444,471674
A949045,454276
A987920,493151
A908517,413749
A929045,434277
A955117,460349
A975873,481105
A990770,496002
A994454,499686
A913570,418803
A971197,476430
A922590,427824
A926182,431416
A951097,456331
A951529,456763
A960977,466211
A982449,487683
A995991,501225
A975489,480724
A905103,410339
A974997,480233
A907709,412946
A915413,420650
A946884,452121
A956354,461591
A953717,458955
A994417,499655
A914199,419438
A944827,450066
A954028,459267
A994928,500167
A939101,444341
A981658,486898
A990666,495906
A995384,500624
A924582,429823
A968320,473561
A916659,421901
A924245,429487
A957746,462988
A967627,472869
A909023,414266
A956579,461822
A960171,465414
A929963,435207
A953552,458796
A972328,477572
A912548,417793
A979669,484914
A980687,485932
A906136,411382
A947379,452625
A935612,440860
A953036,458284
A964429,469677
A967993,473241
A980428,485676
A945891,451140
A965264,470513
A980952,486201
A982062,487311
A991573,496822
A995482,500731
A905255,410505
A976238,481488
A981566,486816
A952963,458215
A993280,498533
A913259,418513
A917960,423215
A928792,434047
A930116,435371
A972632,477887
A995646,500901
A932030,437286
A974477,479733
A927257,432514
A934462,439719
A971803,477060
A987996,493253
A906811,412069
A911512,416770
A912770,418028
A937317,442575
A980207,485465
A930853,436112
A946429,451688
A956907,462166
A978880,484139
A907155,412415
A907307,412567
A915847,421107
A929415,434675
A933060,438320
A937441,442701
A939177,444437
A941800,447060
A956564,461824
A918370,423632
A920908,426170
A952576,457838
A966788,472050
A983169,488431
A995897,501159
A905707,410970
A942345,447609
A950096,455360
A955174,460438
A962806,468070
A986150,491414
A919323,424588
A921467,426732
A937128,442393
A939895,445160
A972500,477765
A980877,486142
A986958,492223
A930360,435626
A931632,436898
A953402,458668
A977778,483044
A979579,484845
A981551,486817
A926896,432163
A960616,465883
A977136,482403
A916108,421376
A963730,468998
A971158,476426
A945776,451045
A965949,471218
A974280,479549
A978846,484115
A988637,493906
A921827,427097
A957465,462735
A907205,412476
A907509,412781
A917721,422993
A945203,450475
A992759,498031
A937089,442362
A940680,445953
A964547,469820
A989116,494389
A992572,497845
A926051,431325
A927414,432688
A943297,448571
A953338,458612
A954026,459300
A957773,463047
A984370,489644
A913807,419082
A919310,424585
A961909,467184
A946500,451776
A948994,454270
A966605,471881
A997885,503161
A938849,444126
A990167,495444
A926008,431286
A945824,451102
A970997,476275
A973981,479259
A923231,428511
A951601,456881
A912613,417894
A936472,441753
A936775,442056
A973457,478738
A917369,422651
A924935,430217
A927437,432719
A937936,443218
A943145,448427
A975894,481176
A919107,424390
A956191,461474
A958767,464050
A972029,477312
A979527,484810
A984640,489923
A910082,415366
A927996,433280
A966869,472153
A969701,474985
A984947,490231
A996396,501680
A937307,442592
A957205,462490
A980282,485567
A911145,416431
A917504,422790
A982093,487379
A921193,426480
A934012,439299
A954129,459417
A994430,499718
A913645,418934
A916667,421956
A936317,441606
A990764,496053
A997639,502928
A915037,420327
A949092,454382
A951100,456390
A954006,459296
A966780,472070
A987734,493024
A905334,410625
A915128,420419
A920559,425850
A933150,438441
A945821,451112
A947830,453121
A956986,462277
A970085,475376
A991043,496334
A912355,417647
A915624,420916
A936940,442232
A937736,443028
A957801,463093
A988958,494250
A989561,494853
A993484,498776
A924604,429897
A930875,436168
A932430,437723
A939875,445168
A942362,447655
