data1,data2
A952507,464554
A955916,467963
A960037,472084
A929312,441360
A953945,465993
A958641,470689
A980231,492279
A981292,493340
A994918,506966
A954925,466974
A959343,471392
A979138,491187
A982653,494702
A941921,453971
A949963,462013
A904828,416879
A907069,419120
A933777,445828
A940841,452892
A972951,485002
A985747,497798
A991430,503481
A919806,431858
A932434,444486
A946279,458331
A919020,431073
A929590,441643
A950022,462075
A953987,466040
A959409,471462
A980368,492421
A927483,439537
A929728,441782
A938596,450650
A942180,454234
A946325,458379
A953258,465312
A966132,478186
A975307,487361
A989155,501209
A998806,510860
A923834,435889
A957726,469781
A969168,481223
A996725,508780
A924175,436231
A944779,456835
A957766,469822
A960184,472240
A997966,510022
A912686,424743
A931417,443474
A934198,446255
A940940,452997
A968943,481000
A994307,506364
A998186,510243
A928483,440541
A929727,441785
A976108,488166
A912657,424716
A959175,471234
A932553,444613
A932598,444658
A936614,448674
A949687,461747
A971328,483388
A987568,499628
A988230,500290
A931725,443786
A937242,449303
A944143,456204
A966380,478441
A971260,483321
A978315,490376
A982052,494113
A991291,503352
A923994,436056
A927551,439613
A937523,449585
A969316,481378
A917605,429668
A919550,431613
A952530,464594
A951875,463940
A966028,478093
A998595,510660
A925594,437660
A950934,463000
A921512,433579
A947134,459201
A949221,461288
A981827,493894
A937334,449402
A946444,458513
A961885,473954
A998060,510129
A923219,435289
A962239,474309
A982177,494247
A983892,495962
A929227,441299
A939058,451130
A964705,476777
A965667,477739
A967045,479117
A989664,501736
A994548,506620
A917614,429687
A954587,466660
A957930,470003
A905882,417956
A914217,426291
A931575,443649
A942640,454714
A955041,467115
A957504,469578
A975729,487803
A984151,496225
A991708,503782
A912415,424490
A961447,473522
A916679,428755
A954882,466958
A982243,494319
A985133,497209
A905241,417318
A930420,442497
A930470,442547
A934120,446197
A934565,446642
A940726,452803
A941751,453828
A948006,460083
A977607,489684
A981848,493925
A994787,506864
A909905,421983
A915382,427460
A916696,428774
A918069,430147
A930342,442420
A946340,458418
A949959,462037
A957550,469628
A959556,471634
A961420,473498
A962404,474482
A986756,498834
A991359,503437
A906414,418493
A914800,426879
A931865,443944
A935363,447442
A950778,462857
A964218,476297
A973921,486000
A983119,495198
A992046,504125
A992919,504998
A995246,507325
A905583,417663
A906983,419063
A937194,449274
A939647,451727
A941713,453793
A945720,457801
A949016,461097
A967248,479329
A975902,487983
A909759,421841
A910703,422785
A970772,482854
A977969,490051
A986009,498091
A992353,504435
A998081,510163
A930188,442271
A931713,443796
A936136,448219
A939761,451844
A956636,468719
A979347,491430
A906103,418187
A972468,484552
A993742,505826
A909731,421816
A926303,438388
A929812,441897
A974413,486498
A976402,488487
A982957,495042
A986286,498371
A907744,419830
A941277,453363
A942346,454432
A968448,480534
A910871,422958
A916813,428900
A948706,460793
A951958,464045
A964372,476459
A965293,477380
A984855,496942
A987765,499852
A934536,446624
A939547,451636
A951120,463209
A962153,474242
A982372,494461
A926824,438914
A958940,471030
A969645,481735
A987333,499423
A936651,448742
A973288,485379
A944715,456807
A958861,470953
A969187,481279
A909595,421688
A926288,438381
A981365,493459
A989539,501634
A979963,492059
A917851,429948
A935040,447137
A946192,458289
A958887,470984
A992343,504440
A907143,419241
A912693,424791
A930427,442525
A936617,448715
A916325,428424
A911082,423182
A925904,438004
A928329,440429
A935340,447440
A951886,463986
A955293,467393
A965314,477414
A978911,491011
A982786,494886
A993602,505702
A929997,442098
A939377,451478
A955693,467794
A958508,470609
A989509,501610
A993245,505346
A998253,510354
A907207,419309
A910378,422480
A923551,435653
A932912,445014
A907622,419725
A909860,421963
A916577,428680
A925670,437773
A926439,438542
A935068,447171
A957784,469887
A970239,482342
A981942,494045
A988010,500113
A918617,430721
A924629,436733
A959323,471427
A973154,485258
A983751,495855
A990671,502775
A905950,418055
A927209,439314
A976987,489092
A939927,452033
A968777,480883
A969622,481728
A906975,419082
A907365,419472
A924896,437003
A948055,460162
A955924,468031
A935867,447975
A981008,493116
A939563,451672
A940039,452148
A942699,454808
A949102,461211
A954482,466591
A972656,484765
A908842,420952
A923470,435580
A931896,444006
A946617,458727
A913538,425649
A920319,432430
A935794,447905
A950731,462842
A954968,467079
A958548,470659
A965750,477861
A966325,478436
A970527,482638
A970605,482716
A972100,484211
A938193,450305
A946856,458968
A947246,459358
A977214,489326
A992452,504564
A906556,418669
A911677,423790
A917831,429944
A918090,430203
A919700,431813
A930805,442918
A959788,471901
A969522,481635
A944768,456882
A971576,483690
A906906,419021
A929373,441488
A985884,497999
A950660,462776
A990298,502414
A907884,420001
A913294,425411
A930494,442611
A936116,448233
A942704,454821
A958045,470162
A975469,487586
A983106,495223
A939914,452032
A957335,469453
A963000,475118
A998234,510352
A998738,510856
A915356,427475
A947077,459196
A954912,467031
A958809,470928
A970710,482829
A945523,457643
A948331,460451
A957760,469880
A998924,511044
A905684,417805
A912077,424198
A917052,429174
A919216,431338
A947538,459660
A953751,465873
A955151,467273
A961843,473965
A977223,489345
A991914,504036
A993990,506112
A925116,437239
A961246,473369
A971552,483675
A982386,494509
A995775,507898
A997275,509398
A982380,494504
A923202,435327
A940776,452901
A961316,473441
A992534,504659
A998932,511057
A988491,500617
A914582,426709
A923325,435452
A971782,483909
A942352,454480
A965309,477437
A984323,496451
A925081,437210
A936205,448334
A947883,460012
A990501,502630
A917994,430124
A925339,437469
A967478,479608
A978908,491038
A985348,497478
A905901,418032
A917018,429149
A943742,455873
A950832,462963
A921313,433445
A940030,452162
A953825,465957
A964949,477081
A972562,484694
A995399,507531
A995738,507870
A911380,423513
A918359,430492
A962779,474912
A980119,492252
A989727,501860
A934183,446317
A952016,464150
A971395,483529
A992606,504740
A957001,469136
A909076,421212
A924255,436391
A924982,437118
A956232,468368
A963923,476059
A966581,478717
A971083,483219
A922528,434665
A939086,451223
A996657,508794
A905389,417527
A936637,448775
A938085,450223
A942678,454816
A946123,458261
A971911,484049
A982343,494481
A990279,502417
A992674,504812
A921695,433834
A922846,434985
A973012,485151
A985093,497232
A995886,508025
A973086,485226
A973873,486013
A974696,486836
A989872,502012
A904757,416898
A911286,423427
A939901,452042
A944456,456597
A947363,459504
A971808,483949
A972222,484363
A954253,466395
A959680,471822
A910946,423089
A946566,458709
A954304,466447
A911410,423555
A936593,448738
A937289,449434
A997317,509462
A924632,436779
A962775,474922
A912388,424536
A926998,439146
A939717,451865
A943460,455608
A967743,479891
A931931,444080
A953828,465977
A970003,482152
A921949,434099
A930099,442249
A971093,483243
A971666,483816
A985450,497600
A995978,508128
A956638,468789
A958946,471097
A960710,472861
A963262,475413
A971802,483953
A975852,488003
A977790,489941
A984526,496677
A995791,507942
A997041,509192
A997345,509496
A924486,436638
A929999,442151
A947826,459978
A964374,476526
A969320,481472
A980310,492462
A982036,494188
A988939,501091
A996819,508971
A959992,472145
A914735,426889
A931031,443185
A959602,471756
A960624,472778
A969492,481646
A972664,484818
A940687,452842
A990417,502572
A991883,504038
A997740,509895
A934648,446804
A911003,423160
A961585,473742
A972563,484720
A983764,495921
A996775,508932
A931737,443895
A974175,486333
A991343,503501
A995454,507612
A941124,453283
A943006,455165
A950349,462508
A966192,478351
A969593,481752
A978059,490218
A946752,458912
A954091,466251
A959867,472027
A964763,476923
A974774,486934
A996034,508194
A958854,471015
A908203,420365
A990852,503014
A998020,510182
A906170,418333
A931970,444133
A954512,466675
A978373,490537
A913595,425760
A927354,439519
A933003,445168
A993105,505270
A928261,440427
A971137,483303
A908474,420641
A909172,421339
A912146,424313
A916824,428991
A949418,461585
A951664,463832
A968740,480908
A980909,493077
A927294,439463
A949288,461457
A959697,471866
A993995,506164
A912155,424325
A937877,450047
A993834,506004
A943287,455458
A943933,456104
A981261,493432
A984575,496746
A942939,455111
A943355,455527
A963322,475494
A972850,485022
A981635,493807
A919793,431966
A920793,432966
A923447,435620
A942340,454513
A956682,468855
A970460,482633
A996936,509109
A996964,509137
A932229,444403
A953027,465202
A915248,427424
A928223,440399
A930903,443079
A937803,449979
A948096,460272
A983426,495602
A988830,501006
A997283,509459
A907187,419364
A907508,419685
A914006,426183
A916507,428684
A917154,429331
A917463,429640
A917770,429947
A923225,435402
A936058,448235
A942965,455142
A950204,462381
A966229,478406
A982010,494187
A992626,504803
A995662,507839
A997182,509359
A931288,443466
A949929,462107
A972417,484595
A910161,422340
A918818,430997
A930977,443156
A991367,503546
A906554,418734
A916326,428506
A922128,434308
A928647,440827
A936599,448779
A944852,457032
A960424,472604
A967371,479551
A948354,460535
A929531,441713
A955560,467742
A981768,493950
A909816,421999
A913527,425710
A915466,427649
A930223,442406
A952028,464211
A953695,465878
A978948,491131
A990802,502985
A966098,478282
A993821,506005
A959130,471315
A964417,476602
A971044,483229
A986522,498707
A966011,478197
A975173,487359
A992260,504446
A932545,444732
A933758,445945
A970663,482850
A983888,496075
A988748,500935
A947372,459560
A959468,471656
A968290,480478
A942194,454383
A952874,465063
A991353,503542
A992318,504508
A993871,506061
A910269,422460
A910685,422876
A991300,503491
A915263,427455
A961976,474168
A918265,430458
A963893,476086
A918127,430321
A923390,435584
A925795,437989
A928228,440422
A963525,475719
A964583,476777
A971249,483443
A998114,510308
A932285,444480
A952783,464978
A966202,478397
A973863,486058
A987588,499783
A930581,442777
A933103,445299
A972860,485056
A990502,502698
A992935,505131
A907386,419583
A924591,436788
A935525,447722
A975478,487675
A982296,494493
A936432,448630
A944641,456839
A950644,462842
A965545,477743
A969342,481540
A986316,498514
A930519,442718
A954792,466991
A922242,434442
A945506,457706
A959596,471796
A908612,420813
A916350,428551
A933176,445377
A933776,445977
A964179,476380
A972742,484943
A917158,429360
A932919,445121
A943131,455333
A957704,469906
A976593,488795
A914012,426215
A958671,470874
A973348,485551
A912993,425197
A942537,454741
A910654,422859
A945479,457684
A952647,464852
A976122,488327
A982954,495159
A997276,509481
A907033,419239
A912688,424894
A919943,432149
A948797,461003
A976098,488304
A980331,492537
A983680,495886
A994888,507094
A943143,455350
A966490,478697
A956914,469122
A957279,469487
A907476,419685
A928875,441084
A937602,449811
A975810,488019
A920151,432361
A938365,450575
A988305,500515
A991752,503962
A946902,459113
A904701,416913
A922042,434254
A932266,444478
A941767,453979
A941914,454126
A952205,464417
A953585,465797
A909552,421765
A933488,445701
A956832,469045
A958402,470615
A961486,473699
A962149,474362
A970505,482718
A975646,487859
A986748,498961
A916025,428239
A940356,452570
A944425,456639
A948861,461075
A964608,476822
A974069,486283
A974587,486801
A929175,441390
A938993,451208
A943224,455439
A949499,461714
A965539,477754
A969475,481690
A997865,510080
A961864,474080
A973209,485425
A992088,504304
A995930,508146
A967765,479982
A971271,483488
A996346,508563
A997759,509976
A916159,428377
A929202,441420
A947691,459909
A949756,461974
A955920,468138
A960030,472248
A968138,480356
A968381,480599
A986396,498614
A995257,507475
A998519,510737
A927030,439249
A951320,463539
A951539,463758
A954299,466518
A964415,476634
A983460,495679
A986170,498389
A987617,499836
A922721,434941
A937705,449925
A940754,452974
A963427,475647
A968499,480719
A972530,484750
A990646,502866
A906021,418242
A913148,425369
A919048,431269
A933563,445784
A934838,447059
A988284,500505
A914549,426771
A926393,438615
A929232,441454
A939200,451422
A945587,457809
A969896,482118
A998228,510450
A910969,423192
A911574,423797
A920495,432718
A933819,446042
A946493,458716
A948609,460832
A960419,472642
A985468,497691
A964914,477138
A995789,508013
A921520,433745
A937740,449965
A951491,463716
A937272,449498
A952004,464230
A995292,507518
A947825,460053
A918448,430677
A975898,488129
A997309,509540
A920093,432325
A943532,455764
A966189,478421
A971854,484086
A990415,502647
A907301,419534
A912003,424236
A961325,473558
A969022,481255
A992987,505220
A942029,454263
A979303,491537
A917237,429472
A926311,438546
A951343,463578
A925724,437960
A959989,472225
A933071,445308
A949548,461785
A957340,469577
A962037,474274
A906601,418839
A920442,432680
A921454,433692
A927395,439633
A946345,458583
A969346,481584
A980099,492337
A947262,459501
A953404,465643
A964226,476465
A972017,484256
A988067,500306
A926532,438772
A941696,453936
A946751,458991
A956806,469046
A961203,473443
A964815,477055
A965378,477618
A971671,483911
A997378,509618
A909668,421909
A937027,449268
A968977,481218
A970213,482454
A971894,484135
A977553,489794
A983605,495846
A988159,500400
A997633,509874
A919490,431732
A959772,472014
A966493,478735
A981449,493691
A985226,497468
A943019,455262
A953414,465657
A959529,471772
A980591,492834
A911733,423977
A932896,445141
A953002,465247
A961460,473705
A969664,481909
A981782,494027
A923763,436009
A925982,438228
A950903,463149
A974287,486533
A989267,501513
A997506,509752
A923211,435458
A923717,435964
A926118,438365
A942796,455043
A944034,456281
A948441,460688
A953640,465887
A957963,470210
A961896,474143
A964658,476905
A980738,492985
A986563,498810
A993237,505484
A922858,435106
A915828,428077
A926816,439065
A931517,443766
A941428,453677
A956295,468544
A970115,482364
A975092,487341
A905534,417784
A915406,427656
A917991,430241
A943265,455515
A943997,456247
A944948,457198
A974302,486552
A936768,449019
A980760,493012
A911643,423896
A941037,453290
A945360,457613
A945437,457690
A966287,478540
A911644,423898
A918193,430447
A924815,437069
A937500,449754
A954988,467242
A975032,487286
A953139,465394
A975223,487478
A976903,489158
A988373,500628
A990849,503104
A994372,506627
A953748,466004
A985311,497567
A992179,504435
A992842,505098
A937968,450225
A961088,473345
A990505,502762
A920065,432323
A922358,434616
A926820,439078
A967031,479289
A989798,502056
A914373,426632
A920413,432672
A946728,458987
A961120,473380
A915126,427387
A921385,433646
A923818,436079
A946623,458884
A984280,496541
A910210,422472
A943358,455620
A957342,469604
A920521,432784
A953321,465584
A986511,498774
A905664,417928
A938372,450636
A944495,456759
A981246,493510
A940025,452290
A955582,467847
A980741,493006
A920835,433101
A946985,459251
A989879,502145
A989971,502237
A909144,421411
A910258,422525
A912866,425133
A924583,436850
A934529,446796
A945886,458153
A946822,459089
A917964,430232
A926017,438285
A932197,444465
A936892,449160
A974734,487002
A987052,499320
A933962,446231
A938939,451208
A941706,453975
A943132,455401
A946766,459035
A979638,491907
A987687,499956
A990492,502761
A998231,510500
A913057,425327
A946264,458534
A960781,473051
A970620,482890
A936119,448390
A938762,451033
A971423,483694
A911441,423713
A921055,433327
A927806,440078
A932236,444508
A960573,472845
A965980,478252
A997803,510075
A909286,421559
A921794,434067
A926931,439204
A950708,462981
A971733,484006
A920573,432847
A921462,433736
A931826,444100
A934907,447181
A961209,473483
A961519,473793
A969771,482045
A975827,488101
A996468,508742
A927431,439706
A947628,459904
A940756,453033
A922467,434745
A924200,436478
A930437,442715
A934523,446801
A942955,455233
A949177,461455
A985006,497284
A909754,422033
A926961,439240
A980091,492370
A980370,492649
A994791,507070
A910014,422294
A974699,486979
A994126,506406
A918635,430916
A931817,444098
A977420,489701
A986764,499045
A988400,500681
A907577,419859
A915152,427434
A939813,452096
A951042,463325
A951903,464186
A974863,487146
A910642,422926
A936394,448678
A938745,451029
A990925,503209
A907680,419965
A910048,422333
A921691,433976
A927638,439923
A945627,457912
A953026,465311
A962645,474930
A986462,498747
A991769,504054
A909034,421320
A911683,423969
A916729,429015
A917820,430106
A939285,451571
A949896,462182
A961358,473644
A971881,484167
A984072,496358
A989064,501350
A994247,506533
A997185,509471
A910694,422981
A920692,432979
A930112,442399
A942751,455038
A949538,461825
A932471,444759
A957208,469496
A959505,471793
A961982,474270
A972325,484613
A906022,418311
A920294,432583
A942343,454632
A995190,507479
A909432,421722
A913044,425334
A940816,453106
A964007,476297
A990335,502625
A915307,427598
A949337,461628
A976889,489180
A981436,493727
A985936,498227
A989285,501577
A920052,432345
A929932,442225
A932628,444921
A933403,445696
A952148,464441
A914756,427050
A916037,428331
A935600,447894
A947687,459981
A954798,467092
A958590,470884
A983805,496099
A942666,454961
A963473,475768
A984654,496949
A990684,502979
A913424,425720
A928075,440372
A956327,468624
A956889,469186
A965628,477925
A973145,485442
A998763,511060
A918563,430861
A932091,444389
A986059,498357
A930542,442841
A933182,445481
A939960,452259
A980776,493075
A923774,436074
A959589,471889
A918581,430882
A925438,437739
A927469,439770
A928568,440869
A931624,443925
A946126,458427
A947029,459330
A963754,476055
A966775,479076
A976050,488351
A905383,417685
A926606,438908
A933868,446170
A948274,460576
A963886,476188
A967913,480215
A977914,490216
A991550,503852
A912044,424347
A928940,441243
A961630,473933
A914943,427247
A940184,452488
A983260,495564
A928693,440998
A930101,442406
A990557,502862
A906435,418741
A920463,432769
A927645,439951
A933134,445440
A956769,469075
A979928,492234
A918307,430614
A923735,436042
A930059,442366
A942419,454726
A949601,461908
A952059,464366
A958707,471014
A961352,473659
A961549,473856
A963603,475910
A971187,483494
A984849,497156
A905319,417627
A918975,431283
A925948,438256
A930207,442515
A934993,447301
A947575,459883
A959252,471560
A962387,474695
A987322,499630
A916595,428904
A936053,448362
A942009,454318
A954719,467028
A965055,477364
A967117,479426
A974445,486754
A998855,511164
A915380,427690
A917952,430262
A919564,431874
A943975,456285
A962041,474351
A984588,496898
A985987,498297
A992427,504737
A993725,506035
A935158,447469
A944104,456415
A980825,493136
A992672,504983
A995848,508159
A912012,424324
A971907,484219
A995344,507656
A928190,440503
A932326,444639
A932636,444949
A951821,464134
A956423,468736
A961355,473668
A976790,489103
A979832,492145
A985030,497343
A997901,510214
A998302,510615
A941760,454074
A968232,480546
A980724,493039
A982950,495265
A985953,498268
A961070,473386
A970664,482980
A971786,484102
A972407,484723
A977175,489491
A998092,510408
A921425,433742
A928100,440417
A935945,448262
A941797,454114
A971947,484264
A989954,502271
A992810,505127
A923570,435888
A946229,458547
A956509,468827
A958634,470952
A962083,474401
A963932,476250
A971709,484027
A981426,493744
A984313,496631
A996621,508939
A907850,420169
A923217,435536
A927997,440316
A937174,449493
A937563,449882
A951165,463484
A970411,482730
A909102,421423
A931732,444053
A967740,480061
A981893,494214
A939473,451795
A945326,457648
A988357,500679
A942044,454367
A990209,502533
A996450,508774
A916462,428787
A945603,457928
A950277,462602
A920528,432854
A927675,440001
A944776,457102
A991147,503473
A997689,510015
A953386,465713
A966547,478874
A977693,490020
A983862,496189
A941396,453724
A948996,461324
A956825,469153
A971353,483681
A980455,492783
A981305,493633
A938532,450861
A944241,456570
A985060,497389
A907318,419648
A918195,430525
A935532,447862
A936194,448525
A943469,455800
A947578,459909
A947871,460202
A961893,474224
A967506,479837
A946137,458469
A964328,476661
A978641,490974
A905964,418298
A943193,455527
A926917,439252
A946940,459275
A952410,464745
A956803,469138
A965143,477478
A972893,485228
A922238,434574
A928965,441301
A945788,458124
A949317,461653
A955710,468046
A961569,473905
A966901,479237
A972816,485152
A978760,491096
A991701,504037
A905837,418174
A907620,419957
A950970,463307
A969892,482229
A994776,507113
A921895,434233
A935176,447514
A943807,456145
A947790,460128
A952116,464454
A955300,467638
A966049,478387
A974424,486762
A978214,490552
A984110,496448
A992275,504613
A934154,446493
A988235,500574
A912606,424946
A947777,460117
A958948,471288
A919219,431560
A943528,455869
A928589,440931
A944592,456934
A957265,469607
A988903,501245
A905305,417648
A906768,419111
A917073,429416
A954002,466345
A991340,503683
A905420,417764
A970500,482844
A986575,498919
A989226,501570
A993904,506248
A954113,466458
A984406,496751
A919145,431492
A925606,437953
A975008,487355
A979130,491477
A994733,507080
A912896,425244
A914039,426387
A916854,429202
A922361,434709
A958366,470714
A973191,485539
A981470,493818
A987811,500159
A914617,426966
A929032,441381
A945721,458070
A946958,459307
A961498,473847
A962740,475089
A971373,483722
A973756,486105
A979798,492147
A914348,426698
A915132,427482
A915914,428264
A926760,439110
A929983,442333
A940844,453194
A943809,456159
A943816,456166
A957271,469621
A963058,475408
A970861,483211
A991910,504260
A912528,424879
A918665,431016
A921668,434019
A934865,447216
A937331,449682
A962254,474605
A974083,486434
A986817,499168
A922748,435100
A955835,468187
A961588,473940
A965197,477549
A970256,482608
A970678,483030
A909616,421969
A912469,424822
A931678,444031
A905040,417394
A906108,418462
A915071,427425
A924936,437290
A926648,439002
A938755,451109
A948305,460659
A986294,498648
A904989,417344
A906519,418874
A918401,430756
A950718,463073
A951887,464242
A956338,468693
A961724,474079
A974930,487285
A996519,508874
A906316,418672
A917105,429461
A928892,441248
A934872,447228
A955584,467940
A956984,469340
A997384,509740
A915444,427801
A947070,459427
A949702,462059
A964090,476447
A966387,478744
A909090,421448
A910142,422500
A960333,472691
A970961,483319
A996422,508780
A924994,437353
A943703,456063
A950818,463178
A932792,445153
A904852,417214
A934447,446809
A970063,482425
A971533,483895
A976933,489295
A988409,500771
A989606,501968
A908578,420941
A911769,424132
A912263,424626
A923264,435627
A929520,441883
A951136,463499
A974645,487008
A987489,499852
A995118,507481
A905637,418001
A917069,429433
A943181,455545
A946008,458372
A954875,467239
A913101,425466
A914841,427206
A942145,454510
A942284,454649
A952622,464987
A958160,470525
A972617,484982
A972814,485179
A920113,432479
A956857,469223
A959917,472283
A966916,479282
A931882,444249
A971302,483669
A987807,500174
A995234,507601
A978192,490560
A906512,418881
A918226,430595
A941368,453737
A954867,467236
A957658,470027
A960400,472769
A975138,487507
A972943,485313
A974571,486941
A986382,498752
A913389,425760
A944265,456636
A945530,457901
A946666,459037
A960916,473287
A963659,476030
A963851,476222
A966351,478722
A968031,480402
A908974,421346
A947571,459943
A960856,473228
A968835,481207
A998282,510654
A932121,444494
A933620,445993
A940399,452772
A986110,498483
A988333,500706
A938289,450663
A940314,452688
A955534,467908
A966358,478732
A979997,492371
A991943,504317
A921343,433718
A925085,437460
A909317,421693
A911394,423770
A914594,426970
A921515,433891
A927564,439940
A955875,468251
A972690,485066
A994248,506624
A906439,418816
A928366,440743
A938222,450599
A952041,464418
A960395,472772
A976493,488870
A906401,418779
A908560,420938
A952161,464539
A967577,479955
A921349,433728
A935881,448260
A952704,465083
A964272,476651
A965781,478160
A976315,488694
A979861,492240
A985838,498217
A932508,444888
A941456,453836
A964079,476459
A968154,480534
A984788,497168
A916593,428974
A920377,432758
A926719,439100
A943301,455682
A955042,467423
A957624,470005
A985529,497910
A914785,427167
A983133,495515
A904851,417234
A906337,418720
A920393,432776
A923867,436250
A935225,447608
A960981,473364
A970260,482643
A979017,491400
A992937,505320
A907112,419496
A917806,430190
A930527,442911
A933141,445525
A956673,469057
A957392,469776
A992195,504580
A954639,467025
A939925,452312
A952220,464607
A928953,441341
A932156,444544
A994680,507068
A992566,504955
A936246,448636
A937204,449594
A968271,480661
A989389,501779
A905851,418242
A923501,435892
A931799,444190
A933325,445716
A935531,447922
A938833,451224
A955622,468013
A975234,487625
A989865,502256
A991178,503569
A904993,417385
A905304,417696
A925133,437525
A956301,468693
A964962,477354
A940550,452943
A952317,464710
A979088,491481
A981712,494105
A920620,433015
A950374,462769
A950525,462920
A964418,476813
A994396,506791
A909346,421742
A915873,428269
A934916,447312
A940229,452625
A969922,482318
A984623,497019
A930797,443194
A940707,453104
A946301,458698
A973105,485502
A995107,507504
A905268,417666
A906212,418610
A955347,467745
A940288,452687
A957424,469823
A971358,483757
A922637,435037
A925622,438022
A957691,470091
A983524,495924
A913959,426360
A929688,442089
A946221,458622
A953240,465641
A960173,472574
A911046,423448
A923679,436081
A946382,458784
A953095,465497
A932892,445295
A934284,446687
A937800,450203
A941259,453662
A941365,453768
A976700,489103
A920723,433127
A937758,450162
A939534,451938
A940718,453122
A968981,481385
A983643,496047
A984379,496783
A986565,498969
A991941,504345
A918833,431238
A987989,500394
A990489,502894
A917391,429797
A928576,440982
A944817,457223
A960331,472737
A972768,485174
A984395,496801
A986394,498800
A929850,442257
A931786,444193
A955764,468171
A977512,489919
A980372,492779
A918149,430557
A979672,492080
A920533,432942
A957459,469868
A980461,492870
A996331,508740
A998079,510488
A907420,419830
A908310,420720
A912374,424784
A914630,427040
A922172,434582
A923945,436355
A933369,445779
A956585,468995
A960420,472830
A908774,421185
A945391,457802
A989916,502327
A994624,507035
A911359,423771
A914837,427249
A932727,445139
A952301,464713
A954617,467029
A965224,477636
A974392,486804
A974617,487029
A985607,498019
A985664,498076
A988798,501210
A990299,502711
A996892,509304
A933725,446138
A938149,450562
A946876,459289
A947087,459500
A985520,497933
A920373,432787
A930490,442904
A950866,463280
A992210,504624
A906270,418685
A913079,425494
A918322,430737
A926235,438650
A979195,491610
A908058,420474
A917479,429895
A921432,433848
A926007,438423
A927034,439450
A942338,454754
A966858,479274
A969790,482206
A972550,484966
A974011,486427
A913006,425423
A913087,425504
A970054,482471
A971656,484073
A973153,485570
A954516,466934
A964846,477264
A969809,482227
A981301,493719
A921645,434064
A940480,452899
A956659,469078
A973875,486294
A984474,496893
A979840,492260
A984974,497394
A919277,431698
A912385,424807
A922359,434781
A959843,472265
A920242,432665
A954210,466633
A966260,478683
A987957,500380
A994251,506674
A911014,423438
A943797,456221
A932130,444555
A952756,465181
A953064,465489
A954711,467136
A998388,510813
A916618,429044
A930320,442746
A933885,446311
A937377,449803
A952349,464775
A956219,468645
A909704,422131
A909907,422334
A916790,429217
A922302,434729
A935423,447850
A940725,453152
A949984,462411
A956020,468447
A963099,475526
A978424,490851
A993049,505476
A911142,423570
A939052,451480
A975212,487640
A977709,490137
A910275,422704
A938337,450766
A940931,453360
A907790,420220
A915860,428290
A936272,448702
A940838,453268
A962730,475160
A977096,489526
A982377,494807
A993960,506390
A998192,510622
A918813,431244
A925881,438312
A937287,449718
A941283,453714
A976214,488645
A986618,499049
A997172,509603
A909530,421962
A926726,439158
A928955,441387
A931102,443534
A953304,465736
A958052,470484
A993401,505833
A910670,423103
A916799,429232
A919870,432303
A928683,441116
A947015,459448
A906570,419004
A943624,456058
A905436,417871
A958907,471342
A908080,420516
A926738,439174
A928505,440941
A944193,456629
A945635,458071
A975615,488051
A976106,488542
A945473,457910
A910784,423222
A913295,425733
A917725,430163
A918564,431002
A932040,444478
A935511,447949
A941736,454174
A943619,456057
A963214,475652
A965128,477566
A968032,480470
A973908,486346
A977108,489546
A911140,423579
A923923,436362
A928615,441054
A970086,482525
A948974,461414
A949376,461816
A968338,480778
A991946,504386
A905005,417446
A906555,418996
A916580,429021
A933458,445899
A966799,479240
A910908,423350
A916933,429375
A948050,460492
A997981,510423
A935886,448329
A952471,464914
A955870,468313
A961685,474128
A998999,511442
A922166,434610
A927558,440002
A929842,442286
A941441,453885
A970143,482587
A976107,488551
A994955,507399
A995668,508112
A909120,421565
A915483,427928
A926946,439391
A931016,443461
A981739,494184
A995753,508198
A996745,509190
A992093,504539
A948895,461342
A958280,470727
A989490,501937
A912700,425148
A919487,431935
A936666,449114
A972123,484571
A982007,494455
A982908,495356
A986726,499174
A912273,424722
A929951,442400
A956915,469364
A972518,484967
A941207,453657
A944393,456843
A956582,469032
A978105,490555
A980827,493277
A911711,424162
A918441,430892
A920498,432949
A930409,442860
A945938,458389
A949264,461715
A962203,474654
A962978,475429
A988308,500759
A991892,504343
A996645,509096
A921957,434409
A928594,441046
A939969,452421
A945444,457896
A959597,472049
A972623,485075
A978882,491334
A980617,493069
A916173,428626
A922391,434844
A922551,435004
A932213,444666
A934185,446638
A972338,484791
A981179,493632
A982279,494732
A926548,439002
A927069,439523
A969817,482271
A972297,484751
A977803,490257
A981661,494115
A907120,419575
A973119,485574
A993839,506294
A919412,431868
A926863,439319
A930679,443135
A941144,453600
A964232,476688
A975635,488091
A907018,419475
A919030,431487
A946915,459372
A986778,499235
A993778,506235
A910098,422556
A959193,471651
A990395,502853
A992930,505388
A938136,450595
A952014,464473
A961610,474069
A991049,503508
A935422,447882
A939152,451612
A953100,465560
A978078,490538
A986811,499271
A996922,509382
A918428,430889
A918716,431177
A980221,492682
A995716,508177
A998216,510677
A911333,423795
A918025,430487
A939319,451781
A962343,474805
A974577,487039
A986514,498976
A937718,450181
A939050,451513
A915729,428193
A933313,445777
A943852,456316
A945111,457575
A970588,483052
A974356,486820
A983650,496114
A917921,430386
A920585,433050
A929873,442338
A944036,456501
A972441,484906
A914624,427090
A920821,433287
A927766,440232
A941896,454362
A943938,456404
A981321,493787
A996017,508483
A930816,443283
A973797,486264
A984745,497212
